codigo_acta,codigo_mesa,votos_p1,votos_p2,votos_p3,votos_p4,blancos,nulos,habilitados,anfora,no_usadas,observacion_formal,tipo_observacion_formal
7040404029012,7040404029012,332,16,6,340,91,34,823,819,4,,
7040404029013,7040404029013,123,7,5,105,25,27,297,292,5,,
7040404029014,7040404029014,119,1,5,39,2,7,217,173,44,,
7040404029015,7040404029015,205,7,12,116,32,36,489,408,81,,
7040404029016,7040404029016,359,23,13,29,63,46,580,533,47,,
7040404029017,7040404029017,277,29,12,336,76,73,894,803,91,,
7040404046001,7040404046001,86,4,0,39,19,9,197,157,40,,
7040404046002,7040404046002,240,7,12,241,12,6,534,518,16,,
7040404046003,7040404046003,316,20,10,48,54,53,598,501,97,,
7040404046004,7040404046004,13,9,5,191,18,14,313,250,63,,
7040404046005,7040404046005,288,21,11,122,34,24,524,500,24,,
7040404046006,7040404046006,59,6,6,152,13,16,305,252,53,,
7040404046007,7040404046007,488,33,21,141,105,17,931,805,126,,
7040404046008,7040404046008,306,19,8,99,43,2,528,477,51,,
7040404046009,7040404046009,54,11,7,179,32,30,372,313,59,,
7040404046010,7040404046010,143,13,3,75,27,31,331,292,39,,
7040404046011,7040404046011,30,0,2,30,10,6,82,78,4,,
7040404046012,7040404046012,54,0,0,38,15,0,114,107,7,,
7040404046013,7040404046013,50,10,8,175,29,14,351,286,65,,
7040404046014,7040404046014,77,1,2,37,14,0,159,131,28,,
7040404046015,7040404046015,31,3,0,92,14,9,159,149,10,,
7040404046016,7040404046016,306,2,12,45,47,49,511,461,50,,
7040404046017,7040404046017,57,5,5,718,33,20,880,838,42,,
7040404046018,7040404046018,551,15,13,42,44,81,852,746,106,,
7040404064001,7040404064001,265,21,3,235,102,12,790,638,152,,
7040404064002,7040404064002,11,7,11,261,32,1,330,323,7,,
7040404064003,7040404064003,575,21,0,99,4,6,744,705,39,,
7040404064004,7040404064004,196,10,12,89,29,38,450,374,76,,
7040404068001,7040404068001,3,4,6,391,70,30,529,504,25,,
7040404068002,7040404068002,149,14,0,175,62,43,560,443,117,,
7040404068003,7040404068003,16,1,15,434,106,57,707,629,78,,
7040404068004,7040404068004,87,10,0,120,28,27,291,272,19,,
7040404068005,7040404068005,647,40,4,77,112,66,976,946,30,,
7040404068006,7040404068006,24,1,1,71,12,3,140,112,28,,
7040404068007,7040404068007,71,4,1,60,17,19,216,172,44,,
7040404068008,7040404068008,57,6,7,167,44,13,316,294,22,,
7040404068009,7040404068009,18,0,0,10,0,2,37,30,7,,
7040404068010,7040404068010,388,19,15,154,17,28,703,621,82,,
7040404068011,7040404068011,118,4,6,358,105,51,685,642,43,,
7040404068012,7040404068012,14,5,0,121,8,15,206,163,43,,
7040404068013,7040404068013,533,45,3,207,15,70,920,873,47,,
7040404068014,7040404068014,16,9,1,235,46,2,337,309,28,Falta de firmas o huellas: Ausencia de rúbricas de al menos tres jurados electorales legalmente designados.,FALTA_FIRMAS_HUELLAS
7040404068015,7040404068015,10,22,6,563,87,43,758,731,27,,
7040404068016,7040404068016,281,19,2,216,122,83,906,723,183,,
7050104084001,7050104084001,69,13,0,158,14,21,278,275,3,,
7050104084002,7050104084002,48,0,3,127,39,11,255,228,27,,
7050104084003,7050104084003,75,6,0,32,13,3,156,129,27,,
7050104084004,7050104084004,9,0,0,2,1,0,12,12,0,,
7050104084005,7050104084005,4,0,0,1,0,0,5,5,0,,
7050104084006,7050104084006,440,6,5,69,115,13,737,648,89,,
7050104084007,7050104084007,110,1,6,161,49,10,343,337,6,,
7050104084008,7050104084008,13,18,23,605,141,34,983,834,149,,
7050104092001,7050104092001,468,14,11,73,55,17,669,638,31,,
7050104092002,7050104092002,124,40,17,565,7,2,933,755,178,,
7050104092003,7050104092003,43,6,4,179,6,6,257,244,13,,
7050104092004,7050104092004,353,0,0,162,52,27,609,594,15,,
7050104092005,7050104092005,159,11,6,39,4,17,260,236,24,,
7050104092006,7050104092006,247,4,7,111,67,9,492,445,47,,
7050104092007,7050104092007,68,1,2,43,25,15,194,154,40,,
7050104092008,7050104092008,20,0,0,9,2,0,34,31,3,,
7050104092009,7050104092009,392,6,5,45,70,1,522,519,3,,
7050104092010,7050104092010,25,18,9,431,63,2,697,548,149,,
7050104092011,7050104092011,157,13,10,346,38,10,603,574,29,,
7050104092012,7050104092012,435,31,15,127,72,68,772,748,24,,
7050104092013,7050104092013,83,2,3,65,23,2,185,178,7,,
7050104092014,7050104092014,49,0,1,20,6,6,94,82,12,,
7050104092015,7050104092015,518,9,25,162,67,69,898,850,48,,
7050104092016,7050104092016,144,7,6,167,1,15,368,340,28,,
7050104092017,7050104092017,40,5,0,254,50,13,398,362,36,,
7050104092018,7050104092018,19,1,0,11,0,0,31,31,0,,
7050104092019,7050104092019,123,7,6,40,33,3,265,212,53,,
7050104092020,7050104092020,244,30,2,307,48,1,722,632,90,,
7050104112001,7050104112001,14,28,18,419,35,9,598,523,75,,
7050104112002,7050104112002,683,35,18,49,44,2,958,831,127,,
7050104112003,7050104112003,82,2,0,81,13,4,227,182,45,,
7050104112004,7050104112004,278,31,19,339,16,57,816,740,76,,
7050104112005,7050104112005,32,1,2,45,14,6,125,100,25,,
7050104112006,7050104112006,151,10,7,21,15,21,228,225,3,,
7050104112007,7050104112007,1,0,0,14,1,1,19,17,2,,
7050104112008,7050104112008,50,2,11,274,43,24,409,404,5,,
7050104120001,7050104120001,14,1,1,95,12,11,161,134,27,,
7050104120002,7050104120002,174,12,7,110,53,15,420,371,49,,
7050104120003,7050104120003,333,19,14,15,20,40,492,441,51,,
7050204123001,7050204123001,118,15,3,648,40,47,983,871,112,,
7050204123002,7050204123002,245,5,5,175,10,36,586,476,110,,
7050204123003,7050204123003,321,1,0,73,52,34,486,481,5,,
7050204123004,7050204123004,60,17,20,627,85,19,940,828,112,,
7050204123005,7050204123005,234,19,3,104,90,18,574,468,106,,
7050204123006,7050204123006,312,23,6,214,103,46,800,704,96,,
7050204123007,7050204123007,93,8,16,376,60,20,603,573,30,,
7050204123008,7050204123008,3,4,2,65,0,7,84,81,3,,
7050204123009,7050204123009,506,14,6,203,27,47,854,803,51,,
7050304132001,7050304132001,11,40,27,666,62,45,943,851,92,,
7050304132002,7050304132002,118,1,0,141,58,20,413,338,75,,
7050304132003,7050304132003,99,4,4,16,0,12,139,135,4,,
7050304132004,7050304132004,452,28,18,46,6,44,653,594,59,,
7050304132005,7050304132005,197,5,5,83,51,23,374,364,10,,
7050304132006,7050304132006,98,8,3,38,3,15,178,165,13,,
7050304132007,7050304132007,392,5,7,54,113,68,714,639,75,,
7050304132008,7050304132008,237,38,26,367,149,11,949,828,121,,
7050304132009,7050304132009,72,23,16,535,126,20,869,792,77,,
7050304132010,7050304132010,126,2,5,51,17,2,228,203,25,,
7050304132011,7050304132011,242,16,7,177,11,3,574,456,118,,
7050304132012,7050304132012,201,10,17,302,2,30,580,562,18,,
7050304132013,7050304132013,13,1,0,28,3,1,53,46,7,,
7050304132014,7050304132014,204,11,21,344,53,59,736,692,44,,
7050304132015,7050304132015,110,9,3,49,2,7,192,180,12,,
7050304132016,7050304132016,28,8,21,666,35,37,797,795,2,,
7050304132017,7050304132017,223,13,5,284,69,51,746,645,101,,
7050304132018,7050304132018,36,4,1,36,15,4,114,96,18,,
7050304132019,7050304132019,78,1,6,148,13,25,338,271,67,,
7050304132020,7050304132020,94,6,4,40,6,14,186,164,22,,
7060104152001,7060104152001,177,1,8,183,55,31,541,455,86,,
7060104152002,7060104152002,423,11,11,136,111,89,993,781,212,,
7060104152003,7060104152003,48,3,3,51,18,9,150,132,18,,
7060104152004,7060104152004,171,2,26,467,32,12,712,710,2,,
7060104152005,7060104152005,80,4,4,60,0,10,197,158,39,,
7060104152006,7060104152006,11,0,0,6,2,1,22,20,2,,
7060104152007,7060104152007,429,20,8,39,15,29,564,540,24,,
7060104152008,7060104152008,1,2,2,61,9,3,86,78,8,,
7060104152009,7060104152009,58,5,7,127,27,17,290,241,49,,
7060104152010,7060104152010,92,19,10,395,58,21,700,595,105,,
7060104152011,7060104152011,71,5,2,15,16,13,139,122,17,,
7060104163001,7060104163001,381,17,6,148,74,55,699,681,18,,
7060104163002,7060104163002,135,6,2,117,15,6,288,281,7,,
7060104163003,7060104163003,22,10,13,561,2,6,759,614,145,,
7060104163004,7060104163004,510,25,17,55,42,31,687,680,7,,
7060104163005,7060104163005,46,2,3,54,16,4,151,125,26,,
7060104163006,7060104163006,218,20,1,241,6,63,654,549,105,,
7060104163007,7060104163007,14,8,3,185,41,3,261,254,7,,
7060104163008,7060104163008,3,5,13,352,70,37,590,480,110,,
7060104163009,7060104163009,31,4,1,92,4,11,148,143,5,,
7060104172001,7060104172001,45,30,12,551,24,38,758,700,58,,
7060104172002,7060104172002,577,15,14,191,67,37,926,901,25,,
7060104172003,7060104172003,7,0,0,9,0,0,19,16,3,,
7060104172004,7060104172004,83,18,3,241,61,28,461,434,27,,
7060104172005,7060104172005,286,1,16,190,71,19,643,583,60,,
7060104172006,7060104172006,177,7,12,111,34,21,403,362,41,,
7060104172007,7060104172007,59,0,7,317,10,5,456,398,58,,
7060104172008,7060104172008,80,11,2,555,115,58,875,821,54,,
7060104172009,7060104172009,276,6,7,229,77,52,699,647,52,,
7060104172010,7060104172010,314,32,19,193,1,48,715,607,108,,
7060104172011,7060104172011,58,2,11,245,7,21,436,344,92,,
7060104172012,7060104172012,43,5,0,149,37,13,276,247,29,,
7060104172013,7060104172013,124,8,7,89,13,27,304,268,36,,
7060104172014,7060104172014,16,9,12,279,46,17,432,379,53,,
7060104172015,7060104172015,25,3,0,82,14,12,146,136,10,,
7060104172016,7060104172016,210,19,11,394,6,28,745,668,77,,
7060104172017,7060104172017,5,7,0,230,33,23,367,298,69,,
7060204189001,7060204189001,296,18,11,54,103,62,683,544,139,,
7060204189002,7060204189002,10,1,0,11,2,0,28,24,4,,
7060204189003,7060204189003,42,11,8,163,31,1,271,256,15,,
7060204189004,7060204189004,47,23,11,348,73,21,643,523,120,,
7060204189005,7060204189005,268,26,3,250,85,76,838,708,130,,
7060204189006,7060204189006,559,0,12,130,101,43,940,845,95,,
7060204189007,7060204189007,22,3,0,34,11,3,74,73,1,,
7060204189008,7060204189008,636,1,8,71,17,51,921,784,137,,
7060204189009,7060204189009,109,16,12,181,64,31,432,413,19,,
7060204189010,7060204189010,53,1,4,226,40,39,424,363,61,,
7060204189011,7060204189011,40,0,3,124,20,13,221,200,21,,
7060204189012,7060204189012,178,16,7,111,67,50,522,429,93,,
7060204189013,7060204189013,53,1,0,40,3,2,105,99,6,,
7060204189014,7060204189014,400,23,1,173,50,16,730,663,67,,
7060204189015,7060204189015,275,17,8,277,46,25,705,648,57,,
7060204189016,7060204189016,4,21,13,349,25,6,516,418,98,,
7060204189017,7060204189017,20,19,19,550,92,67,781,767,14,,
7060304206001,7060304206001,122,23,16,347,115,48,770,671,99,,
7060304206002,7060304206002,1,0,0,10,2,0,15,13,2,,
7060304206003,7060304206003,52,1,1,113,6,4,211,177,34,,
7060304206004,7060304206004,62,6,4,157,21,34,363,284,79,,
7060304206005,7060304206005,34,2,8,420,108,63,719,635,84,,
7060304206006,7060304206006,490,33,25,291,8,71,989,918,71,,
7060304206007,7060304206007,63,13,6,236,28,15,384,361,23,,
7060304206008,7060304206008,59,11,3,152,25,22,339,272,67,,
7060304206009,7060304206009,16,34,3,686,42,82,984,863,121,,
7060304206010,7060304206010,87,15,12,244,7,19,489,384,105,,
7060304206011,7060304206011,61,4,2,21,11,11,118,110,8,,
7060304206012,7060304206012,36,6,9,413,85,38,673,587,86,,
7060304218001,7060304218001,60,5,14,429,66,28,670,602,68,,
7060304218002,7060304218002,179,9,7,32,31,17,299,275,24,,
7060304218003,7060304218003,96,16,2,258,33,39,493,444,49,,
7060304218004,7060304218004,33,2,1,59,2,7,111,104,7,,
7060304218005,7060304218005,36,2,1,71,0,3,136,113,23,,
7060304218006,7060304218006,79,0,2,49,2,11,163,143,20,,
7060304218007,7060304218007,270,10,8,49,65,7,500,409,91,,
7060304218008,7060304218008,189,32,5,592,11,84,984,913,71,,
7060304218009,7060304218009,113,2,11,541,21,13,830,701,129,,
7060304218010,7060304218010,494,12,2,159,56,8,828,731,97,,
7060304218011,7060304218011,515,1,8,252,63,12,881,851,30,,
7060304218012,7060304218012,145,18,11,139,46,9,435,368,67,,
7060304218013,7060304218013,162,30,3,390,60,89,914,734,180,,
7060304218014,7060304218014,191,13,2,32,22,28,333,288,45,,
7060304218015,7060304218015,365,11,4,99,52,74,762,605,157,,
7060304218016,7060304218016,86,0,11,299,16,23,444,435,9,,
7060304218017,7060304218017,17,0,1,56,4,1,82,79,3,,
7060304218018,7060304218018,198,10,2,142,79,16,520,447,73,,
7060304218019,7060304218019,18,7,2,191,3,25,260,246,14,,
7060304237001,7060304237001,5,0,2,69,0,3,89,79,10,,
7060304237002,7060304237002,242,5,4,157,74,59,621,541,80,,
7060304237003,7060304237003,16,11,2,309,30,21,395,389,6,,
7060304237004,7060304237004,139,3,5,8,20,8,228,183,45,,
7060304237005,7060304237005,410,30,4,119,5,53,726,621,105,,
7070104242001,7070104242001,177,24,3,236,77,19,641,536,105,,
7070104242002,7070104242002,58,10,3,271,17,9,384,368,16,,
7070204244001,7070204244001,138,6,7,90,8,7,294,256,38,,
7070204244002,7070204244002,152,11,0,118,39,36,455,356,99,,
7070204244003,7070204244003,139,0,7,192,26,25,458,389,69,,
7070204244004,7070204244004,39,20,9,277,73,27,480,445,35,,
7070204244005,7070204244005,37,27,3,423,78,22,663,590,73,,
7070204244006,7070204244006,294,0,6,312,95,22,840,729,111,,
7070204244007,7070204244007,163,11,8,114,0,34,350,330,20,,
7070204251001,7070204251001,597,13,2,138,47,59,994,856,138,,
7070204251002,7070204251002,383,22,25,260,13,85,983,788,195,,
7070204251003,7070204251003,124,4,3,168,70,5,446,374,72,,
7070204251004,7070204251004,177,3,0,212,72,9,592,473,119,,
7070204251005,7070204251005,99,48,17,665,6,53,993,888,105,,
7070204251006,7070204251006,359,17,4,84,86,39,661,589,72,,
7070204251007,7070204251007,7,0,1,22,3,0,37,33,4,,
7070204251008,7070204251008,94,5,2,162,9,16,363,288,75,,
7070204251009,7070204251009,325,10,14,21,45,53,538,468,70,,
7070204251010,7070204251010,196,2,11,92,27,27,405,355,50,,
7070204251011,7070204251011,14,1,0,9,0,0,24,24,0,,
7070204251012,7070204251012,141,19,4,177,66,31,448,438,10,,
7070304263001,7070304263001,155,27,14,457,74,47,952,774,178,,
7070304263002,7070304263002,116,6,1,59,0,0,182,182,0,,
7070304263003,7070304263003,595,33,14,56,60,33,941,791,150,,
7070304263004,7070304263004,272,0,7,78,51,30,464,438,26,,
7070304263005,7070304263005,24,11,16,407,21,36,570,515,55,,
7070304263006,7070304263006,390,35,10,305,75,0,861,815,46,,
7070304263007,7070304263007,134,27,21,488,47,94,996,811,185,,
7070304263008,7070304263008,12,0,0,17,3,1,42,33,9,,
7070304263009,7070304263009,363,9,10,61,60,13,622,516,106,,
7070304263010,7070304263010,64,6,0,42,3,5,126,120,6,,
7070304263011,7070304263011,128,8,1,42,29,19,236,227,9,,
7070304274001,7070304274001,13,2,3,77,16,3,123,114,9,,
7070304274002,7070304274002,233,14,8,99,27,15,450,396,54,,
7070304274003,7070304274003,21,0,1,21,5,5,64,53,11,,
7070304274004,7070304274004,215,13,9,17,16,22,325,292,33,,
7070304274005,7070304274005,256,23,9,129,100,8,651,525,126,,
7070304274006,7070304274006,40,8,7,479,26,3,564,563,1,,
7070304274007,7070304274007,177,18,5,353,20,6,682,579,103,,
7070304274008,7070304274008,135,40,24,572,92,90,961,953,8,,
7070304274009,7070304274009,19,1,2,58,15,1,105,96,9,,
7070304274010,7070304274010,346,5,8,136,18,57,721,570,151,,
7070304274011,7070304274011,67,8,4,390,21,31,556,521,35,,
7070304274012,7070304274012,169,3,1,55,17,27,298,272,26,,
7070304274013,7070304274013,86,20,6,270,11,30,518,423,95,,
7070304274014,7070304274014,361,14,20,184,79,71,894,729,165,,
7070304274015,7070304274015,109,18,12,336,103,27,700,605,95,,
7070304274016,7070304274016,361,19,8,63,47,37,651,535,116,,
7070304274017,7070304274017,19,5,2,92,21,2,141,141,0,,
7070304291001,7070304291001,58,5,5,137,14,4,284,223,61,,
7070304291002,7070304291002,236,15,5,127,37,19,516,439,77,,
7070304291003,7070304291003,63,4,2,39,2,6,135,116,19,,
7070304291004,7070304291004,172,13,9,60,40,25,334,319,15,,
7070304291005,7070304291005,43,0,1,95,9,18,198,166,32,,
7070304291006,7070304291006,11,2,1,38,6,5,64,63,1,,
7070304291007,7070304291007,71,9,14,290,70,40,501,494,7,,
7070304291008,7070304291008,493,10,21,254,58,9,863,845,18,,
7070304291009,7070304291009,330,12,5,190,75,12,629,624,5,,
7070304291010,7070304291010,212,0,1,568,39,76,913,896,17,,
7070304291011,7070304291011,164,2,2,537,46,83,874,834,40,,
7070304291012,7070304291012,112,16,11,376,66,7,739,588,151,,
7070304291013,7070304291013,145,8,1,501,60,60,844,775,69,,
7070304291014,7070304291014,56,16,10,594,108,52,973,836,137,,
7070304291015,7070304291015,43,1,0,30,1,7,92,82,10,,
7070404306001,7070404306001,172,4,3,50,20,20,311,269,42,,
7070404306002,7070404306002,102,13,9,132,19,22,334,297,37,,
7070404306003,7070404306003,460,4,16,283,41,8,854,812,42,,
7070404306004,7070404306004,491,36,7,92,100,92,989,818,171,,
7070404306005,7070404306005,362,11,8,79,26,25,560,511,49,,
7070404306006,7070404306006,10,19,2,397,80,53,662,561,101,,
7070404306007,7070404306007,35,14,9,395,11,49,555,513,42,,
7070404306008,7070404306008,237,18,8,261,97,9,659,630,29,,
7070404306009,7070404306009,124,7,6,55,28,16,276,236,40,,
7070404306010,7070404306010,548,38,1,142,110,22,962,861,101,,
7070404306011,7070404306011,121,22,12,228,0,28,503,411,92,,
7070404306012,7070404306012,249,6,5,29,48,12,443,349,94,,
7070404306013,7070404306013,12,12,3,185,34,14,262,260,2,,
7070404306014,7070404306014,189,5,2,21,45,19,296,281,15,,
7070404320001,7070404320001,18,1,0,44,9,2,84,74,10,,
7070404320002,7070404320002,91,11,4,86,27,25,288,244,44,,
7070404320003,7070404320003,219,8,11,138,21,29,477,426,51,,
7070404320004,7070404320004,60,10,0,308,80,29,591,487,104,,
7070404320005,7070404320005,316,19,13,128,86,15,657,577,80,,
7070404320006,7070404320006,387,14,11,272,35,18,846,737,109,,
7070404320007,7070404320007,274,6,3,131,68,56,605,538,67,,
7070404320008,7070404320008,154,1,7,51,20,11,266,244,22,,
7070404320009,7070404320009,232,18,10,217,43,31,663,551,112,,
7070404320010,7070404320010,122,31,8,445,15,20,783,641,142,,
7070504330001,7070504330001,281,13,2,462,52,25,851,835,16,,
7070504330002,7070504330002,115,3,0,23,18,0,175,159,16,,
7070504330003,7070504330003,37,9,9,315,51,17,479,438,41,,
7070504330004,7070504330004,115,18,1,235,54,35,484,458,26,,
7070504330005,7070504330005,12,0,0,15,4,3,41,34,7,,
7070504330006,7070504330006,7,8,2,246,41,30,393,334,59,,
7070504330007,7070504330007,366,23,2,117,104,57,688,669,19,,
7070504330008,7070504330008,389,32,4,137,32,25,659,619,40,,
7070504330009,7070504330009,18,1,1,39,4,4,68,67,1,,
7070504330010,7070504330010,561,14,24,53,112,72,965,836,129,,
7070504330011,7070504330011,326,21,14,369,115,7,992,852,140,,
7070504330012,7070504330012,1,0,0,1,0,0,2,2,0,,
7070504330013,7070504330013,324,11,10,84,34,19,616,482,134,,
7070504330014,7070504330014,300,9,2,41,5,34,498,391,107,,
7070504330015,7070504330015,39,0,6,223,40,10,330,318,12,,
7070504330016,7070504330016,456,7,1,76,23,38,664,601,63,,
7070504330017,7070504330017,509,14,16,88,57,25,861,709,152,,
7070504330018,7070504330018,67,6,2,63,12,12,169,162,7,,
7070604348001,7070604348001,61,6,10,364,15,9,538,465,73,,
7070604348002,7070604348002,211,10,6,72,26,5,376,330,46,,
7070604348003,7070604348003,146,8,6,118,41,26,380,345,35,,
7070604348004,7070604348004,364,42,10,371,71,10,920,868,52,,
7070604348005,7070604348005,458,4,12,85,33,54,739,646,93,,
7070604348006,7070604348006,344,17,13,182,70,17,703,643,60,,
7070604348007,7070604348007,428,33,28,285,147,37,991,958,33,,
7070604348008,7070604348008,388,35,9,173,76,21,777,702,75,,
7070604348009,7070604348009,131,16,10,323,76,53,622,609,13,,
7070604348010,7070604348010,54,7,6,117,30,7,234,221,13,,
7070604348011,7070604348011,78,5,5,196,54,6,353,344,9,,
7070604348012,7070604348012,468,26,13,91,104,28,747,730,17,,
7070704360001,7070704360001,167,7,6,49,25,5,287,259,28,,
7070704360002,7070704360002,216,2,12,93,11,19,423,353,70,Papeletas no autorizadas: Cómputo de votos realizados en papeletas que no cuentan con las medidas de seguridad o el diseño oficial del OEP.,PAPELETAS_NO_AUTORIZADAS
7070704360003,7070704360003,21,1,4,100,1,6,165,133,32,,
7070704360004,7070704360004,186,9,9,67,7,9,303,287,16,,
7070704364001,7070704364001,22,3,2,174,43,11,326,255,71,,
7080104365001,7080104365001,153,10,3,220,5,13,440,404,36,,
7080104365002,7080104365002,42,6,8,171,26,7,264,260,4,,
7080104365003,7080104365003,276,14,8,132,61,8,627,499,128,,
7080104365004,7080104365004,28,1,2,200,7,19,278,257,21,,
7080104365005,7080104365005,64,17,19,524,92,62,893,778,115,,
7080104365006,7080104365006,14,4,3,171,10,6,213,208,5,,
7080104365007,7080104365007,249,9,3,177,29,26,616,493,123,,
7080104365008,7080104365008,5,9,4,211,0,25,284,254,30,,
7080104365009,7080104365009,388,30,10,85,10,37,636,560,76,,
7080104365010,7080104365010,124,3,5,26,0,8,210,166,44,,
7080104365011,7080104365011,271,5,1,146,44,21,524,488,36,,
7080104365012,7080104365012,19,0,0,5,3,2,33,29,4,,
7080104365013,7080104365013,87,30,8,508,96,9,782,738,44,,
7080104365014,7080104365014,110,12,5,293,30,31,601,481,120,,
7080204379001,7080204379001,421,24,7,46,5,56,588,559,29,,
7080204379002,7080204379002,295,15,1,73,12,28,500,424,76,,
7080204379003,7080204379003,129,11,0,119,13,17,306,289,17,,
7080204379004,7080204379004,461,9,7,98,69,80,812,724,88,,
7080204379005,7080204379005,155,14,12,285,19,19,505,504,1,,
7080204379006,7080204379006,9,0,7,261,21,6,346,304,42,,
7080204379007,7080204379007,84,29,21,695,8,21,912,858,54,,
7080204379008,7080204379008,10,1,1,38,3,3,58,56,2,,
7080204379009,7080204379009,31,17,8,246,7,22,405,331,74,,
7080204379010,7080204379010,53,1,7,281,39,4,392,385,7,,
7080204379011,7080204379011,365,9,13,35,101,54,703,577,126,,
7080204379012,7080204379012,11,3,2,179,15,3,229,213,16,,
7080204379013,7080204379013,175,6,16,443,53,40,740,733,7,,
7080204379014,7080204379014,204,17,3,164,26,32,498,446,52,,
7080204379015,7080204379015,161,17,2,116,21,2,390,319,71,,
7080204379016,7080204379016,183,19,23,435,9,45,781,714,67,,
7080204379017,7080204379017,43,2,7,152,21,23,267,248,19,,
7080204379018,7080204379018,3,2,1,37,4,4,61,51,10,,
7080204379019,7080204379019,143,10,2,265,63,4,538,487,51,,
7080204379020,7080204379020,19,3,0,40,8,4,83,74,9,,
7080204399001,7080204399001,50,2,3,37,3,1,117,96,21,,
7080204399002,7080204399002,96,4,7,182,0,9,352,298,54,,
7080204399003,7080204399003,8,0,1,98,2,5,125,114,11,,
7080204399004,7080204399004,205,4,9,182,19,32,464,451,13,,
7080204399005,7080204399005,174,11,1,74,49,20,348,329,19,,
7080204399006,7080204399006,3,1,0,38,3,1,49,46,3,,
7080204399007,7080204399007,207,16,11,254,52,23,607,563,44,,
7080204399008,7080204399008,15,2,3,68,8,7,106,103,3,,
7080204399009,7080204399009,367,21,16,451,56,28,963,939,24,,
7080204399010,7080204399010,191,10,1,152,18,24,427,396,31,,
7080204399011,7080204399011,514,32,17,22,76,27,712,688,24,,
7080204399012,7080204399012,46,2,1,30,4,4,98,87,11,,
7080204399013,7080204399013,226,4,6,269,125,76,880,706,174,,
7080204399014,7080204399014,617,0,20,181,63,9,936,890,46,,
7080204399015,7080204399015,27,1,8,193,41,33,358,303,55,,
7080204399016,7080204399016,224,21,29,536,3,45,911,858,53,,
7080204399017,7080204399017,457,18,27,269,41,19,852,831,21,,
7080204399018,7080204399018,128,19,5,258,48,2,489,460,29,,
7080204399019,7080204399019,23,14,18,608,42,50,927,755,172,,
7080204418001,7080204418001,27,0,1,91,16,16,169,151,18,,
7080204418002,7080204418002,75,4,3,388,60,47,645,577,68,,
7080204418003,7080204418003,201,39,13,416,10,27,880,706,174,,
7080204418004,7080204418004,371,24,9,50,50,62,657,566,91,,
7080204418005,7080204418005,230,18,8,111,68,9,466,444,22,,
7080304423001,7080304423001,29,26,5,535,62,33,840,690,150,,
7080304423002,7080304423002,100,0,6,65,0,7,195,178,17,,
7080304423003,7080304423003,96,4,1,51,0,18,205,170,35,,
7080304423004,7080304423004,59,3,4,53,15,4,146,138,8,,
7080304423005,7080304423005,146,5,4,183,62,27,461,427,34,,
7080304423006,7080304423006,101,8,7,155,3,3,320,277,43,,
7080304423007,7080304423007,251,14,4,23,1,30,384,323,61,,
7080304423008,7080304423008,94,34,20,512,114,22,851,796,55,,
7080404431001,7080404431001,401,39,6,228,152,44,979,870,109,,
7080404431002,7080404431002,308,40,30,408,19,44,998,849,149,,
7080404431003,7080404431003,146,15,2,240,35,6,494,444,50,,
7080404431004,7080404431004,208,8,7,29,25,22,304,299,5,,
7080404431005,7080404431005,67,6,1,408,38,20,625,540,85,,
7080404431006,7080404431006,279,21,9,202,83,16,765,610,155,,
7080404431007,7080404431007,387,25,9,248,51,4,870,724,146,,
7080404431008,7080404431008,322,1,11,90,12,41,479,477,2,,
7080404431009,7080404431009,183,4,11,187,61,27,473,473,0,,
7080404431010,7080404431010,322,7,1,265,39,1,737,635,102,,
7080404431011,7080404431011,26,2,1,29,7,4,81,69,12,,
7080404431012,7080404431012,266,5,8,126,49,38,496,492,4,,
7080404431013,7080404431013,108,1,4,78,15,15,247,221,26,,
7080404431014,7080404431014,317,19,16,131,64,49,706,596,110,,
7080404431015,7080404431015,511,37,19,90,54,5,772,716,56,,
7080404431016,7080404431016,233,14,7,93,40,27,497,414,83,,
7080404431017,7080404431017,118,6,0,105,35,23,358,287,71,,
7080404431018,7080404431018,71,0,5,229,18,38,393,361,32,,
7080404431019,7080404431019,45,1,3,159,8,7,245,223,22,,
7080404450001,7080404450001,434,6,18,75,64,63,811,660,151,Inconsistencia aritmética: Suma de votos por candidatos que no coincide con el total de votos válidos o votos emitidos.,INCONSISTENCIA_ARITMETICA
7080404450002,7080404450002,318,33,15,452,94,67,987,979,8,,
7080404450003,7080404450003,504,7,9,68,83,77,869,748,121,,
7080404450004,7080404450004,20,2,2,158,20,27,281,229,52,,
7080404450005,7080404450005,3,14,6,316,32,17,394,388,6,,
7080404455001,7080404455001,62,2,1,58,15,4,160,142,18,,
7080404455002,7080404455002,213,2,3,316,13,20,688,567,121,,
7080404457001,7080404457001,337,11,15,55,76,48,575,542,33,,
7080404457002,7080404457002,137,14,0,314,86,17,680,568,112,,
7080404457003,7080404457003,65,5,1,43,5,3,124,122,2,,
7080404457004,7080404457004,171,8,3,23,52,26,344,283,61,,
7080404457005,7080404457005,340,14,8,421,6,11,905,800,105,,
7080404457006,7080404457006,243,7,9,125,49,21,578,454,124,,
7080404457007,7080404457007,697,16,23,66,31,33,869,866,3,,
7080404457008,7080404457008,298,11,10,43,22,20,407,404,3,,
7080404457009,7080404457009,2,4,0,102,17,1,131,126,5,,
7080404457010,7080404457010,34,1,9,230,36,30,344,340,4,,
7080404457011,7080404457011,39,1,1,12,4,0,65,57,8,,
